Start,Finish,Active Calories (kcal),Distance (mi),Heart Rate (count/min),Steps (count)
08-Oct-2014 08:00,08-Oct-2014 09:00,0.0,0.0,0.0,0.0
08-Oct-2014 09:00,08-Oct-2014 10:00,0.0,0.0,0.0,0.0
08-Oct-2014 10:00,08-Oct-2014 11:00,0.0,0.043192870818765,0.0,95.0
08-Oct-2014 11:00,08-Oct-2014 12:00,0.0,0.00375638303523227,0.0,12.0
08-Oct-2014 12:00,08-Oct-2014 13:00,0.0,0.0,0.0,0.0
08-Oct-2014 13:00,08-Oct-2014 14:00,0.0,0.0,0.0,0.0
08-Oct-2014 14:00,08-Oct-2014 15:00,0.0,0.0,0.0,0.0
08-Oct-2014 15:00,08-Oct-2014 16:00,0.0,0.0,0.0,0.0
08-Oct-2014 16:00,08-Oct-2014 17:00,0.0,0.00361249676869872,0.0,7.0
08-Oct-2014 17:00,08-Oct-2014 18:00,0.0,0.129655118787467,0.0,272.0
08-Oct-2014 18:00,08-Oct-2014 19:00,0.0,0.026584567166951,0.0,68.1240145790507
08-Oct-2014 19:00,08-Oct-2014 20:00,0.0,0.0252084693084859,0.0,57.8759854209493
08-Oct-2014 20:00,08-Oct-2014 21:00,0.0,0.0,0.0,0.0
08-Oct-2014 21:00,08-Oct-2014 22:00,0.0,0.0365304123895854,0.0,84.0
08-Oct-2014 22:00,08-Oct-2014 23:00,0.0,0.0,0.0,0.0
08-Oct-2014 23:00,09-Oct-2014 00:00,0.0,0.0,0.0,0.0
09-Oct-2014 00:00,09-Oct-2014 01:00,0.0,0.0,0.0,0.0
09-Oct-2014 01:00,09-Oct-2014 02:00,0.0,0.0,0.0,0.0
09-Oct-2014 02:00,09-Oct-2014 03:00,0.0,0.00258412744554666,0.0,8.0
09-Oct-2014 03:00,09-Oct-2014 04:00,0.0,0.101427584772913,0.0,242.0
09-Oct-2014 04:00,09-Oct-2014 05:00,0.0,0.0191108535521541,0.0,43.0
09-Oct-2014 05:00,09-Oct-2014 06:00,0.0,0.0,0.0,0.0
09-Oct-2014 06:00,09-Oct-2014 07:00,0.0,0.0,0.0,0.0
09-Oct-2014 07:00,09-Oct-2014 08:00,0.0,0.0,0.0,0.0
09-Oct-2014 08:00,09-Oct-2014 09:00,0.0,0.00554670878277025,0.0,15.0
09-Oct-2014 09:00,09-Oct-2014 10:00,0.0,0.0,0.0,0.0
09-Oct-2014 10:00,09-Oct-2014 11:00,0.0,0.0258861296892573,0.0,61.0
09-Oct-2014 11:00,09-Oct-2014 12:00,0.0,0.0,0.0,0.0
09-Oct-2014 12:00,09-Oct-2014 13:00,0.0,0.0448016396723352,0.0,90.0
09-Oct-2014 13:00,09-Oct-2014 14:00,0.0,0.0685046205128927,0.0,162.0
09-Oct-2014 14:00,09-Oct-2014 15:00,0.0,0.0,0.0,0.0
09-Oct-2014 15:00,09-Oct-2014 16:00,0.0,0.0,0.0,0.0
09-Oct-2014 16:00,09-Oct-2014 17:00,0.0,0.0,0.0,0.0
09-Oct-2014 17:00,09-Oct-2014 18:00,0.0,0.0523514938362553,0.0,123.0
09-Oct-2014 18:00,09-Oct-2014 19:00,0.0,0.0,0.0,0.0
09-Oct-2014 19:00,09-Oct-2014 20:00,0.0,0.0,0.0,0.0
09-Oct-2014 20:00,09-Oct-2014 21:00,0.0,0.0,0.0,0.0
09-Oct-2014 21:00,09-Oct-2014 22:00,0.0,0.0,0.0,0.0
09-Oct-2014 22:00,09-Oct-2014 23:00,0.0,0.0,0.0,0.0
09-Oct-2014 23:00,10-Oct-2014 00:00,0.0,0.0,0.0,0.0
10-Oct-2014 00:00,10-Oct-2014 01:00,0.0,0.0,0.0,0.0
10-Oct-2014 01:00,10-Oct-2014 02:00,0.0,0.0,0.0,0.0
10-Oct-2014 02:00,10-Oct-2014 03:00,0.0,0.00759218507627692,0.0,23.0
10-Oct-2014 03:00,10-Oct-2014 04:00,0.0,0.116859920869708,0.0,284.0
10-Oct-2014 04:00,10-Oct-2014 05:00,0.0,0.0,0.0,0.0
10-Oct-2014 05:00,10-Oct-2014 06:00,0.0,0.0977249891842846,0.0,210.0
10-Oct-2014 06:00,10-Oct-2014 07:00,0.0,0.0411405982808253,0.0,94.0
10-Oct-2014 07:00,10-Oct-2014 08:00,0.0,0.0,0.0,0.0
10-Oct-2014 08:00,10-Oct-2014 09:00,0.0,0.0,0.0,0.0
10-Oct-2014 09:00,10-Oct-2014 10:00,0.0,0.0,0.0,0.0
10-Oct-2014 10:00,10-Oct-2014 11:00,0.0,0.0,0.0,0.0
10-Oct-2014 11:00,10-Oct-2014 12:00,0.0,0.0584636504061971,0.0,141.0
10-Oct-2014 12:00,10-Oct-2014 13:00,0.0,0.0130944269838072,0.0,30.0
10-Oct-2014 13:00,10-Oct-2014 14:00,0.0,0.0,0.0,0.0
10-Oct-2014 14:00,10-Oct-2014 15:00,0.0,0.0173014983121707,0.0,40.0
10-Oct-2014 15:00,10-Oct-2014 16:00,0.0,0.0152767991178831,0.0,34.0
10-Oct-2014 16:00,10-Oct-2014 17:00,0.0,0.0647651310090584,0.0,131.0
10-Oct-2014 17:00,10-Oct-2014 18:00,0.0,0.0560884590227881,0.0,118.0
10-Oct-2014 18:00,10-Oct-2014 19:00,0.0,0.0,0.0,0.0
10-Oct-2014 19:00,10-Oct-2014 20:00,0.0,0.154959878057827,0.0,353.0
10-Oct-2014 20:00,10-Oct-2014 21:00,0.0,0.0214371119533331,0.0,46.0
10-Oct-2014 21:00,10-Oct-2014 22:00,0.0,0.0,0.0,0.0
10-Oct-2014 22:00,10-Oct-2014 23:00,0.0,0.0,0.0,0.0
10-Oct-2014 23:00,11-Oct-2014 00:00,0.0,0.0,0.0,0.0
11-Oct-2014 00:00,11-Oct-2014 01:00,0.0,0.0,0.0,0.0
11-Oct-2014 01:00,11-Oct-2014 02:00,0.0,0.0,0.0,0.0
11-Oct-2014 02:00,11-Oct-2014 03:00,0.0,0.0,0.0,0.0
11-Oct-2014 03:00,11-Oct-2014 04:00,0.0,0.0120860580459375,0.0,27.0
11-Oct-2014 04:00,11-Oct-2014 05:00,0.0,0.0,0.0,0.0
11-Oct-2014 05:00,11-Oct-2014 06:00,0.0,0.0,0.0,0.0
11-Oct-2014 06:00,11-Oct-2014 07:00,0.0,0.0105120471446002,0.0,22.0
11-Oct-2014 07:00,11-Oct-2014 08:00,0.0,0.0529466509326475,0.0,113.0
11-Oct-2014 08:00,11-Oct-2014 09:00,0.0,0.266936986432446,0.0,540.0
11-Oct-2014 09:00,11-Oct-2014 10:00,0.0,0.0,0.0,0.0
11-Oct-2014 10:00,11-Oct-2014 11:00,0.0,0.0144847450262231,0.0,32.0
11-Oct-2014 11:00,11-Oct-2014 12:00,0.0,0.0178081100122393,0.0,36.0
11-Oct-2014 12:00,11-Oct-2014 13:00,0.0,0.0328685942840031,0.0,71.0
11-Oct-2014 13:00,11-Oct-2014 14:00,0.0,0.0881286878373847,0.0,173.0
11-Oct-2014 14:00,11-Oct-2014 15:00,0.0,0.00338025928574542,0.0,8.0
11-Oct-2014 15:00,11-Oct-2014 16:00,0.0,0.00507000057160001,0.0,12.0
11-Oct-2014 16:00,11-Oct-2014 17:00,0.0,0.0,0.0,0.0
11-Oct-2014 17:00,11-Oct-2014 18:00,0.0,0.00864638013991523,0.0,18.0
11-Oct-2014 18:00,11-Oct-2014 19:00,0.0,0.0,0.0,0.0
